Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
2078;2047;CARICABATTERIE;BATTERY CHARGERS;;
2087;2047;INVERTERS DA 12V-24V A 220V;12V-24V/220V INVERTERS;;
2090;2047;RIPARTITORI DI CARICA E RIDUTTORI DI TENSIONE;BATTERY SEPARATORS AND CONVERTERS;;
2093;2047;ACCESSORI PER BATTERIE;ACCESSORIES FOR BATTERIES;;
2104;1950;STACCABATTERIE E CHIAVI;BATTERY AND IGNITION SWITCHES;;
2105;2104;STACCABATTERIE;BATTERY SWITCHES;;
2116;2104;DEVIATORI STACCABATTERIE;BATTERY SELECTOR SWITCHES;;
2151;2104;CHIAVI AVVIAMENTO;IGNITION SWITCHES;;
2196;1950;PANNELLI ELETTRICI;SWITCH PANELS;;
2227;2196;INTERRUTTORI A PANNELLO E TESTER;SWITCH PANELS AND TESTERS;;
2251;2196;PANNELLI ELETTRICI TOGGLE/BUTTON;TOGGLE/BUTTON SWITCH PANELS;;
2273;1950;CAVI ELETTRICI E ACCESSORI;ELECTRIC CABLES AND ACCESSORIES;;
2274;2273;MORSETTIERE DI DERIVAZIONE E BARRE DI CONNESSIONE;RIB INSULATOR CONNECTORS AND BUSBARS;;
2325;1950;FANALI DI NAVIGAZIONE;NAVIGATION LIGHTS;;
2326;2325;FANALI DI TESTA D'ALBERO;MASTHEAD LIGHTS;;
2331;2325;FANALI SU ASTA;POLE LIGHTS;;
2370;2325;FANALI DI NAVIGAZIONE PER BARCHE FINO A 12 METRI;NAVIGATION LIGHTS FOR BOATS UP TO 12 METERS;;
2420;2325;FANALI DI NAVIGAZIONE PER BARCHE FINO A 20 METRI;NAVIGATION LIGHTS FOR BOATS UP TO 20 METERS;;
2448;2325;FANALI DI NAVIGAZIONE DHR;DHR NAVIGATION LIGHTS;;
2469;1950;LUCI / TORCE E FARI;LIGHTS / TORCHES AND SPOTLIGHTS;;
2470;2469;LUCI DI UTILITA';WORK AND UTILITY LIGHTS;;
2487;2469;TORCE A BATTERIA IMPERMEABILI E SUB;WATERPROOF AND SUBMERSIBLE TORCHES;;
2499;2469;PROIETTORI E LUCI PORTATILI 12V;HAND 12V LIGHTS AND SPOTLIGHTS;;
2506;2469;PROIETTORI E LUCI PORTATILI RICARICABILI;RECHARGEABLE HAND SPOTLIGHTS;;
2516;2469;FARI ORIENTABILI A MANO;HAND-OPERATED SEARCHLIGHTS;;
2521;2469;FARI ORIENTABILI A DISTANZA;REMOTE CONTROL SPOTLIGHTS;;
2535;2469;FARI PROFESSIONALI DHR;DHR PROFESSIONAL LEVER CONTROL SEARCHLIGHTS;;
2539;2469;FARI DA CROCETTA E DA COPERTA;SPREADER AND DOCKING LIGHTS;;
2551;1950;ILLUMINAZIONE LED LINE;LED LINE LIGHTS;;
2592;2551;SPOT E APLIQUES;SPOT E APPLIQUES LIGHTS;;
2604;2551;LUCI DA CARTEGGIO E LETTURA;CHART AND READING LED LIGHTS;;
2680;2659;TARTARUGHE E APLIQUES IN OTTONE;BULKHEAD AND WALL BRASS LAMPS;;
2676;2659;LAMPADE IN OTTONE;BRASS LAMPS;;
2698;2;STRUMENTAZIONE/BUSSOLE BINOCOLI/ANTENNE ELETTRONICA;GAUGES/COMPASSES BINOCULARS/ANTENNAS ELECTRONICS;Categoria 6;
2699;2698;STRUMENTAZIONE METEO;WEATHER INSTRUMENTS;;
2700;2699;BAROMETRI E OROLOGI DI BORDO CLASSE;CLASS CLOCKS AND BAROMETERS;;
2712;2699;BAROMETRI E OROLOGI DI BORDO COMPATTI;COMPACT CLOCKS AND BAROMETERS;;
2756;2698;METEO PORTATILE E SEGNAVENTO;WEATHER POCKET AND WIND INDICATORS;;
2757;2756;INCLINOMETRI E SEGNAVENTO;CLINOMETERS AND WIND INDICATORS;;
2771;2698;CARTEGGIO;PLOTTING;;
2772;2771;STRUMENTI PER CARTEGGIO NAUTICO;PLOTTING TOOLS;;
2791;2698;BUSSOLE;COMPASSES;;
2792;2791;BUSSOLE TASCABILI E DA RILEVAMENTO;HAND BEARING AND POCKET COMPASSES;;
2805;2791;BUSSOLE PER IMBARCAZIONI DA 5 A 8 METRI;COMPASSES FOR BOATS FROM 5 TO 8 METERS;;
2818;2791;BUSSOLE PER IMBARCAZIONI DA 6 A 12 METRI;COMPASSES FOR BOATS FROM 6 TO 12 METERS;;
2834;2791;BUSSOLE PER IMBARCAZIONI DA 10 A 35 METRI;COMPASSES FOR BOATS FROM 10 TO 35 METERS;;
2853;2791;BUSSOLE PER BARCHE A VELA;COMPASSES FOR SAILING BOATS;;
2865;2698;BINOCOLI VISORI E SESTANTI;BINOCULARS VIEWERS AND SEXTANTS;;
2866;2865;BINOCOLI SAIL E SESTANTI;MARINE BINOCULARS AND SEXTANTS;;
2887;2698;STRUMENTAZIONE CONTROLLO MOTORE;ENGINE GAUGES;;
2952;2887;ALTRI SENSORI E ACCESSORI PER STRUMENTAZIONE;OTHER SENSORS AND ACCESSORIES FOR GAUGES;;
12610;2887;SENSORI DI LIVELLO;LEVEL SENDERS AND SENSORS;;
2966;2698;STRUMENTAZIONE DI BORDO;MARINE INSTRUMENTS;;
3155;2698;RADAR GPS E SEGNALATORI;RADARS GPS AND SAFETY DEVICES;;
3044;3155;GPS PALMARI E DA POLSO GARMIN;GARMIN HAND HELD AND WATCH GPS;;
3065;2698;ANTENNE;ANTENNAS;;
3082;3065;ANTENNE VHF GLOMEX PER BARCHE A MOTORE;GLOMEX VHF ANTENNAS FOR MOTORBOATS;;
3098;3065;ACCESSORI E BASI PER ANTENNE;ANTENNAS BASES AND ACCESSORIES;;
3159;2;SICUREZZA SPORT/ABBIGLIAMENTO/BATTELLI ALAGGIO;SAFETY SPORT/CLOTHING/HAULAGE TENDERS;Categoria_7;
3160;3159;DOTAZIONI DI SICUREZZA;SAFETY EQUIPMENT;;
3161;3160;SEGNALI DI LONTANANZA;RADAR REFLECTORS AND SIGNALS;;
3173;3160;SEGNALI DI SOCCORSO SOLAS 74 / IMO 83 DM 387-29/9/99;SOLAS 74 / IMO 83 DISTRESS SIGNALS;;
3183;3160;ESTINTORI ;FIRE EXTINGUISHERS;;
3190;3160;CASSETTE DI PRONTO SOCCORSO;FIRST AID KITS;;
3194;3160;BORSE CON DOTAZIONI DI SICUREZZA;SAFETY EQUIPMENT BAGS;;
3197;3160;ZATTERE DI SALVATAGGIO;LIFERAFTS;;
3211;3160;SALVAGENTI;RING BUOYS;;
3220;3160;ACCESSORI PER SALVAGENTI;RING BUOYS ACCESSORIES;;
3233;3160;CINTURE DI SALVATAGGIO;LIFE VESTS;;
3238;3160;GIUBBETTI DI SALVATAGGIO;LIFEJACKETS;;
3243;3160;CINTURE DI SALVATAGGIO AUTOGONFIABILI SECUMAR;SECUMAR INFLATABLE LIFEJACKETS;;
3255;3160;CINTURE DI SICUREZZA / BANZIGHI / SALVATAGGIO;SAFETY HARNESS / BOSUN'S CHAIR / RESCUE;;
3263;3159;ACQUA SPORT;WATER SPORTS;;
3264;3263;GIUBBETTI PER SPORT E SCI NAUTICO;SPORT AND WATERSKI JACKETS;;
3271;3263;SCI NAUTICO E ACCESSORI;WATER SKI AND ACCESSORIES;;
3300;3263;SKI TUBES E WATER FUN;SKI TUBES AND ACCESSORIES;;
3322;3159;BATTELLI PNEUMATICI;INFLATABLE BOATS;;
3333;3322;CASSAPANCHE E PLANCE PER BATTELLI GONFIABILI;TENDER BAGS BENCHES AND CONSOLES;;
3337;3322;GONFIATORI;INFLATION PUMPS;;
3355;3322;ACCESSORI E RICAMBI PER BATTELLI PNEUMATICI;ACCESSORIES AND SPARE PARTS FOR INFLATABLES;;
3384;3159;ALAGGIO;HAULAGE;;
3385;3384;CARRELLI ALAGGIO IMBARCAZIONI;BOAT HAULAGE WHEELS;;
3393;3384;CAVALLETTI PORTAMOTORE;OUTBOARD CARRIERS;;
3399;3384;RUOTE E RULLI PER ALAGGIO;SPARE HAULAGE WHEELS;;
3408;3384;VERRICELLI PER CARRELLI;TRAILER WINCHES;;
3418;3159;ABBIGLIAMENTO E BORSE;CLOTHING AND BAGS;;
3443;3418;SACCHI / CUSTODIE IMPERMEABILI E CONTENITORI STAGNI;WATERPROOF SACKS / BAGS AND WATERTIGHT BOXES;;
3476;3159;COLTELLERIA;CUTLERY;;
3477;3476;COLTELLI DA SUB;DIVING KNIVES;;
3490;3476;SICUREZZA E UTILITY;RESCUE AND UTILITY;;
3498;3476;COLTELLI DA BARCA;YACHTING KNIVES;;
3513;2;VELA FERRAMENTA/CORDAME COPERTURE/BANDIERE RIVESTIMENTI;HARDWARE SAILING/COVERS ROPES/FLAGS COVERINGS;Categoria_8;
3514;3513;FERRAMENTA;HARDWARE;;
3538;3514;GRILLI STAMPATI IN ACCIAIO INOX ;STAINLESS STEEL STAMPED SHACKLES;;
3548;3514;MOSCHETTONI VELA IN ACCIAIO INOX AISI 316;AISI 316 STAINLESS STEEL SAILBOATS SNAP HOOKS;;
3555;3514;MOSCHETTONI WICHARD IN ACCIAIO INOX AISI 316;WICHARD AISI 316 STAINLESS STEEL SNAP HOOKS;;
3579;3513;TENDITORI DRAGLIE PULPITI E SARTIAME;TURNBUCKLES RAILS AMBOS AND RIGGING;;
3580;3579;TENDITORI IN ACCIAIO INOX AISI 316;AISI 316 STAINLESS STEEL TURNBUCKLES;;
3588;3579;TERMINALI E LANDE IN ACCIAIO INOX AISI 316;AISI 316 STAINLESS STEEL TERMINALS AND LINK TANGS;;
3623;3579;PROTEZIONI E DIFESE PER DRAGLIE E SARTIAME;LIFELINE AND RIGGING PROTECTIONS;;
3643;3513;BOZZELLI;BLOCKS;;
3742;3513;ATTREZZATURA DA PONTE;DECK HARDWARE;;
3743;3742;SISTEMI DI RINVIO E RULLIERE;CHEEK BLOCKS AND LEADS;;
3759;3742;WINCH ANTAL;ANTAL WINCHES;;
3764;3742;MANOVELLE DA WINCH;WINCH HANDLES;;
3783;3742;CARRELLI E ROTAIE HS;HS CARS AND TRACKS;;
3807;3742;STROZZASCOTTE;CAM CLEATS;;
3813;3742;STOPPERS;LINE STOPPERS;;
3826;3513;CORDAME;ROPES;;
3840;3826;SCOTTE E DRIZZE MTM;MTM SHEETS AND HALYARDS;;
3871;3513;TAGLIO CORDAME IMPIOMBATURE E RIPARAZIONI VELE;ROPES CUTTING SPLICING AND SAIL REPAIRS;;
3872;3871;TAGLIO CORDAME;ROPES CUTTING;;
18414;3871;IMPIOMBATURE;SPLICING;;
3912;3513;ELASTICI E CINGHIE;SHOCK CORDS AND BELTS;;
3913;3912;CORDE ELASTICHE E GANCI;SHOCK CORDS AND HOOKS;;
3930;3912;CINGHIE A METRO E CINGHIE CARGO;BELTS AND TIE-DOWN STRAPS;;
3946;3513;COPERTURE TELI E BOTTONI;COVERS TOPS AND PRESS FASTENERS;;
3947;3946;BOTTONI GIREVOLI;TURN CLASPS;;
3952;3946;BOTTONI AUTOMATICI LOXX - TENAX;LOXX - TENAX AUTOMATIC LIFT OFF BUTTONS;;
13743;3946;COPERTURE PER IMBARCAZIONI;BOAT COVERS;;
3969;3946;SOTTOVITI OCCHIELLI E BOTTONI A PRESSIONE;FINISHING WASHERS EYELETS AND SNAP FASTENERS;;
3993;3946;CHIUSURE ZIP E VELCRO;VELCRO TAPES AND ZIPPERS;;
4011;3513;CAPOTTINE TENDALINI E ACCESSORI;BIMINI TOPS;;
4012;4011;ELEMENTI INOX AISI 316 PER CAPOTTINE;AISI 316 STAINLESS STEEL BIMINI TOP HARDWARE;;
4028;4011;ELEMENTI IN PLASTICA PER CAPOTTINE;PLASTIC BIMINI TOP HARDWARE;;
4038;4011;CAPOTTINE TENDALINI TESSILMARE TOP QUALITY;TESSILMARE EXTRA QUALITY SUN-WATER BIMINI TOPS;;
4045;4011;CAPOTTINE TENDALINI ECO-TOP;ECO-TOP SUN-WATER BIMINI TOPS;;
4054;3513;BANDIERE E CODICI;FLAGS AND CODES;;
4055;4054;BANDIERE GRAN PAVESE;FLAGS SETS;;
4059;4054;BANDIERE SEGNALAZIONE CODICE INTERNAZIONALE;INTERNATIONAL CODE OF SIGNALS;;
4100;4054;BANDIERE DI NAVIGAZIONE UNIONE EUROPEA;E.U. COUNTRIES NATIONAL AND MERCHANT NAVY FLAGS;;
4116;4054;BANDIERE DI NAVIGAZIONE EXTRA U.E.;EXTRA E.U. NAVY FLAGS;;
4126;4054;BANDIERE UNIONE EUROPEA NAZIONALI;NATIONAL EUROPEAN UNION FLAGS;;
4142;4054;SEGNALI E CODICI ADESIVI;FLAGS AND SIGNALS STICKERS;;
4150;4054;TABELLE ADESIVE;SELF-ADHESIVE STICKERS;;
4162;3513;RIVESTIMENTI;COVERINGS;;
4202;4162;RIVESTIMENTI E STRISCE ANTISCIVOLO;ANTISLIP STRIPS AND ROLLS;;
4209;4162;RIVESTIMENTI ISOLANTI PER MOTORI E SALA MACCHINE;INSULATING COATINGS FOR ENGINE ROOMS;;
4221;2;RICAMBI MOTORE/ELICHE ANODI/SERBATOI FILTRI;ENGINE SPARES/ANODES PROPELLERS/FILTERS FUEL TANKS;Categoria_9;
4222;4221;SISTEMI DI SCARICO E REFRIGERANTI;EXHAUST SYSTEMS AND COOLERS;;
4234;4222;SISTEMI DI SCARICO MOTORE MTM;MTM ENGINE EXHAUST SYSTEMS;;
4243;4222;TUBI DI SCARICO E FASCETTE;EXHAUST HOSES AND CLAMPS;;
4248;4222;SISTEMI DI SCARICO MOTORE VETUS;VETUS ENGINE EXHAUST SYSTEMS;;
19768;4222;RACCORDI E ANTISIFONI IN PLASTICA;PLASTIC FITTINGS AND VENTED LOOPS;;
4294;4222;SCAMBIATORI DI CALORE E REFRIGERANTI OLIO BOWMAN;BOWMAN HEAT EXCHANGERS AND OIL COOLERS;;
4311;4222;SCAMBIATORI DI CALORE BOWMAN;EXHAUST MANIFOLDS / HEAT EXCHANGERS;;
4343;4222;COLLETTORI DI SCARICO PER MOTORI VOLVO;VOLVO ENGINES EXHAUST MANIFOLDS;;
4364;4221;SUPPORTI / PARASTRAPPI / TRASMISSIONI;FLEXIBLE MOUNTS AND COUPLINGS / DRIVE TRANSMISSIONS;;
4365;4364;PARASTRAPPI MOTORE;DAMPER PLATES;;
4385;4364;INVERTITORI TWIN DISC / TECHNODRIVE;TWIN DISC / TECHNODRIVE GEARBOXES;;
4428;4364;GIUNTI ELASTICI PARASTRAPPI;FLEXIBLE DAMPER COUPLINGS;;
4434;4364;GIUNTI DI ACCOPPIAMENTO ELASTICI PER ASSI PORTA ELICA;PROPELLER SHAFT COUPLINGS;;
4441;4364;GIUNTI DI ACCOPPIAMENTO RIGIDI PER ASSI PORTA ELICA;PROPELLER SHAFT RIGID COUPLINGS;;
4448;4364;TESTE POPPIERE E SUPPORTI PER ASSI PORTA ELICA;PROPELLER SHAFT STERN BOXES;;
4458;4364;STUFFY BOX - PROPELLER SHAFT SEALING KIT;STUFFY BOX - PROPELLER SHAFT SEALING KIT;;
4461;4364;ASSI PORTA ELICA E ACCESSORI;PROPELLER SHAFTS AND ACCESSORIES;;
4471;4364;BOCCOLE IDROLUB A CANALI ASSIALI PER ASSI PORTA ELICA;LINED CHANNELS WATERLUB PROP SHAFT BEARINGS;;
4477;4364;BOCCOLE IDROLUB A CANALI EVOLVENTI PER ASSI PORTA ELICA;INVOLUTE CHANNELS WATERLUB PROP SHAFT BEARINGS;;
4482;4221;ELICHE;PROPELLERS;;
4490;4482;ELICHE PER BARCHE A VELA;PROPELLERS FOR SAIL BOATS;;
4562;4221;ANODI;ANODES;;
4565;4562;ANODI A FLANGIA E IN BARRE;BAR AND FLANGE ANODES;;
4576;4562;ANODI A PIASTRA E A SALDARE PER CARENE;PLATE HULL ANODES;;
4601;4562;ANODI A COLLARE E OGIVE;PROPELLER COLLAR AND OGIVE ANODES;;
4614;4562;ANODI BARROTTI PER MOTORI MARINI;ENGINE PENCIL ANODES;;
4646;4562;ANODI PER MOTORI YANMAR;YANMAR ENGINE ANODES;;
4654;4562;ANODI PER MOTORI VOLVO PENTA;VOLVO PENTA ENGINE ANODES;;
4674;4562;ANODI PER MOTORI OMC;OMC ENGINE ANODES;;
4683;4562;ANODI PER MOTORI MERCRUISER;MERCRUISER ENGINE ANODES;;
4699;4562;ANODI PER MOTORI MERCURY;MERCURY ENGINE ANODES;;
4718;4562;ANODI PER MOTORI TOHATSU;TOHATSU ENGINE ANODES;;
4727;4562;ANODI PER MOTORI YAMAHA;YAMAHA ENGINE ANODES;;
4745;4562;ANODI PER MOTORI HONDA;HONDA ENGINE ANODES;;
4752;4562;ANODI PER MOTORI JOHNSON / EVINRUDE;JOHNSON / EVINRUDE ENGINE ANODES;;
4765;4562;ANODI PER MOTORI SUZUKI;SUZUKI ENGINE ANODES;;
4778;4221;CANDELE;SPARK PLUGS;;
4779;4778;TABELLA DI COMPARAZIONE MOTOMARINE > OEM;OEM > MOTOMARINE CROSS REFERENCE CHART;;
4785;4778;CANDELE PER MOTORI FUORIBORDO;OUTBOARD SPARK PLUGS;;
4793;4778;CANDELE PER MOTORI ENTROBORDO;INBOARD SPARK PLUGS;;
4799;4778;CANDELE PER JET-SKI E GEN-SET;JET-SKI AND GEN-SETS SPARK PLUGS;;
4808;4221;ACCESSORI PER MOTORI FUORIBORDO E PIEDI;OUTBOARDS AND STERN DRIVES ACCESSORIES;;
4817;4808;CHIAVETTE E INTERRUTTORI DI SICUREZZA;KILL AND CUT-OFF SWITCH KEYS;;
4832;4808;CUFFIE CAVALLETTI E TUBI PASSAPARATIA;THRU-BULKHEAD TUBES MOTORWELL BOOTS AND JACK PODS ;;
4844;4808;PROTEZIONI DI POPPA E ANTIFURTO;THEFT PROTECTION AND TRANSOM PADS;;
4850;4221;SERBATOI CARBURANTE;FUEL TANKS;;
4929;4850;SERBATOI CARBURANTE IN PLASTICA;PLASTIC FUEL TANKS;;
4868;4850;LINEE CARBURANTE PER MOTORI FUORIBORDO;OUTBOARD ENGINE FUEL LINES;;
4903;4850;ATTACCHI RAPIDI EXPORT PER MOTORI FUORIBORDO;EXPORT OUTBOARD RAPID FUEL LINE CONNECTORS;;
4920;4850;ATTACCHI RAPIDI HI-LINE PER MOTORI FUORIBORDO;HIGH-LINE ﻿﻿OUTBOARD RAPID FUEL LINE CONNECTORS;;
4936;4850;SERBATOI CARBURANTE IN ACCIAIO INOX;S/STEEL FUEL TANKS;;
4940;4850;ACCESSORI PER SERBATOI;FUEL TANKS ACCESSORIES;;
4955;4221;TAPPI DI COPERTA;DECK FILLS;;
4956;4955;TAPPI DI COPERTA IN ACCIAIO INOX E OTTONE;STAINLESS STEEL AND BRASS DECK FILLS;;
4971;4955;TAPPI DI COPERTA IN PLASTICA;PLASTIC DECK FILLS;;
4976;4221;FILTRI CARBURANTE;FUEL FILTERS;;
4977;4976;FILTRI CARBURANTE IN LINEA;IN LINE FUEL FILTERS;;
4986;4976;FILTRI DECANTATORI BENZINA;GASOLINE SEDIMENT FUEL FILTERS;;
4990;4976;FILTRI SEPARATORI BENZINA;GASOLINE / WATER SEPARATOR FILTERS;;
5019;4976;FILTRI SEPARATORI DIESEL TIPO TURBINE;TURBINE DIESEL / WATER SEPARATOR FILTERS;;
5067;2;TIMONERIE COMANDI/TIMONI FLAPS/BOW THRUSTERS;CONTROLS STEERINGS/FLAPS TILLERS/BOW THRUSTERS;Categoria_10;
5068;5067;FLAPS E TIMONI;FLAPS AND RUDDERS;;
5069;5068;FLAPS TRIM TABS BENNETT;BENNETT TRIM TABS;;
5091;5068;FLAPS ELETTROMECCANICI E AUTOMATICI;ELECTROMECHANICAL AND AUTOMATIC FLAPS;;
5094;5068;IDROALI HYDROFOILS E PIASTRE TROLLING;HYDROFOIL STABILIZERS AND TROLLING PLATES;;
5117;5068;PROLUNGHE PER TIMONI;TILLER EXTENSIONS;;
5132;5067;VOLANTI E RUOTE DI TIMONE;STEERING AND HELMSMANN'S WHEELS;;
5133;5132;RUOTE DI TIMONE;HELMSMANN'S WHEELS;;
5153;5132;VOLANTI IN POLIURETANO E TERMOPLASTICA;POLYURETHANE AND THERMOPLASTIC STEERING WHEELS;;
5170;5132;VOLANTI IN ACCIAIO INOX;STAINLESS STEEL STEERING WHEELS;;
5174;5067;TIMONERIE;STEERING SYSTEMS;;
5186;5174;TIMONERIE MONOCAVO ULTRAFLEX;ULTRAFLEX SINGLE CABLE STEERING SYSTEMS;;
5198;5174;CAVI E ACCESSORI TIMONERIE MONOCAVO ULTRAFLEX;ULTRAFLEX STEERING SYSTEM CABLES AND ACCESSORIES;;
5225;5174;TIMONERIE IDRAULICHE ULTRAFLEX PER FUORIBORDO;ULTRAFLEX HYDRAULIC OUTBOARD STEERING SYSTEMS;;
5233;5174;TIMONERIE IDRAULICHE ULTRAFLEX PER ENTROBORDO;ULTRAFLEX HYDRAULIC INBOARD STEERING SYSTEMS;;
5241;5174;TIMONERIE IDRAULICHE VETUS PER ENTROBORDO;VETUS HYDRAULIC INBOARD STEERING SYSTEMS;;
5269;5067;LEVE CONTROLLO MOTORE;ENGINE CONTROL SYSTEMS;;
5270;5269;LEVE COMANDO A PARATIA;WALL MOUNT LEVER CONTROLS;;
5284;5269;LEVE COMANDO SU PLANCIA;TOP MOUNT LEVER CONTROLS;;
5295;5269;KIT ADATTAMENTO E ATTACCHI CAVO/MOTORE;SAFETY AND CABLE CONNECTION KITS;;
5321;5269;CAVI FLESSIBILI PER COMANDO MOTORE;ENGINE CONTROL FLEXIBLE CABLES;;
5331;5067;ELICHE DI MANOVRA / BOW THRUSTERS;BOW THRUSTERS;;
5332;5331;ELICHE DI MANOVRA - BOW PROPELLERS VETUS;BOW THRUSTERS - BOW PROPELLERS VETUS;;
5349;2;LUBRIFICANTI COLLE/DETERGENTI SPAZZOLE/VERNICI PENNELLI;LUBRICANTS GLUES/DETERGENTS SCRUBS/PAINTS BRUSHES;Categoria_11;
5350;5349;OLII / LUBRIFICANTI / ADDITIVI;OILS / LUBRICANTS / ADDITIVES;;
5351;5350;OLIO QUICKSILVER;QUICKSILVER OIL;;
5363;5350;LUBRIFICANTI / RIATTIVANTI / PULITORI SPRAY;SPRAY PROTECTORS / LUBRICANTS / CLEANERS;;
5376;5350;GRASSI PROTETTIVI;PROTECTIVE GREASE;;
5382;5350;ADDITIVI;ADDITIVES;;
5393;5349;COLLE E SIGILLANTI;GLUES AND SEALANTS;;
5394;5393;GUARNIZIONI SIGILLANTI;SEALING GASKETS;;
5399;5393;NASTRI ADESIVI;ADHESIVE TAPES;;
5411;5393;COLLE E RESINE MARINE;MARINE GLUES AND RESINS;;
13473;5393;SIGILLANTI E RIPARAZIONI PER GONFIABILI;REPAIRS AND SEALANTS FOR INFLATABLES;;
5424;5393;SIGILLANTI E ADESIVI SILICONICI;SILICONE SEALANTS AND ADHESIVES;;
5434;5349;DETERGENTI / LUCIDANTI E PROTETTIVI;DETERGENTS POLISHES AND PROTECTORS ;;
5448;5434;DETERGENTI UNIVERSALI;UNIVERSAL DETERGENTS;;
5469;5434;CREME LUCIDANTI E CERE;POLISHING PASTES AND CREAMS;;
19713;5349;IGIENIZZANTI / DISINFETTANTI / PROTEZIONI DPI;PROTECTION EQUIPMENT AND DISINFECTANTS;;
5489;19713;TRATTANTI WC E ACQUA;WATER AND WC HYGIENE;;
19714;19713;IGIENIZZANTI / DETERGENTI / DISINFETTANTI ;DETERGENTS AND DISINFECTANTS;;
5496;5349;PENNELLI / VERNICI / ABRASIVI;BRUSHES / VARNISHES / ABRASIVES ;;
5500;5496;VERNICI SPRAY;SPRAY VARNISHES;;
5597;2;SERVIZI DA TAVOLA/ARREDO PER INTERNI/OGGETTISTICA;PLATES GLASSES DISHES/GIFTS AND DECOR/HOLDERS;Categoria_12;
5598;5597;OGGETTISTICA E ARREDO;GIFTS AND DECOR;;
5621;5598;OGGETTISTICA;GIFTS;;
5646;5598;FERRAMENTA DA ARREDO;DECOR HARDWARE;;
5664;5598;PORTACHIAVI;KEYRINGS;;
5671;5598;PORTACHIAVI GALLEGGIANTI;FLOATING KEYRINGS;;
5799;3514;GOLFARE E PONTICELLI IN ACCIAIO INOX AISI 316;AISI 316 STAINLESS STEEL U BOLTS AND EYE BOLTS;;
5956;5597;PORTAOGGETTI;HOLDERS;;
5957;5597;PIATTI BICCHIERI E STOVIGLIE;PLATES GLASSES AND DISHES;;
5960;5957;SET POSATE E PIATTI;CUTLERY AND PLATES SETS;;
6065;2325;FANALI DI PRUA E DI POPPA;BOW AND STERN NAVIGATION LIGHTS;;
10001;2;ORMEGGIO/ANCORAGGIO/BOE PARABORDI;ANCHORING/MOORING/FENDERS BUOYS;Categoria_1;
10002;10001;ANCORE / CATENE;ANCHORS / CHAINS;;
10003;10002;ANCORE;ANCHORS;;
10022;10002;CATENE CALIBRATE;CALIBRATED CHAINS;;
19707;10002;CATENE LUNGHE;LONG CHAINS;;
10027;10002;ACCESSORI PER ANCORE/CATENE;ANCHORS/CHAINS ACCESSORIES;;
10033;10002;GIUNTI ANCORA CATENA;ANCHOR TO CHAIN CONNECTORS ;;
10046;10001;GRILLI / MOSCHETTONI / GIRELLE / GOLFARI;SHACKLES / CARABINERS / SWIVELS / EYEBOLTS;;
10047;10046;GRILLI;SHACKLES;;
10059;10046;MOSCHETTONI IN ACCIAIO INOX;STAINLESS STEEL CARABINERS;;
10070;10001;BITTE / PASSACAVI / MUSONI;BOLLARDS / LINE CHOCKS / BOW ROLLERS;;
10071;10070;BITTE E PASSACAVI IN ACCIAIO INOX;STAINLESS STEEL CLEATS AND CHOCKS;;
10078;10070;BITTE E PASSACAVI IN ALLUMINIO ANODIZZATO;ANODIZED ALUMINUM BOLLARDS AND CLEATS;;
10088;10070;BITTE E PASSACAVI IN OTTONE;BRASS BOLLARDS AND CHOCKS;;
10097;10070;BITTE IN PLASTICA;PLASTIC MOORING CLEATS;;
10126;10070;DELFINIERE E MUSONI DI PRUA;BOW PLATFORMS AND ROLLERS;;
10140;10001;VERRICELLI SALPA ANCORE QUICK;QUICK WINDLASSES;;
10141;10140;VERRICELLI QUICK CON ASSE VERTICALE;VERTICAL SERIES QUICK WINDLASSES ;;
10172;10140;VERRICELLI QUICK CON ASSE ORIZZONTALE;HORIZONTAL SERIES QUICK WINDLASSES;;
10196;10140;VERRICELLI QUICK PER TONNEGGIO E TENDER;CAPSTANS AND TENDER QUICK WINDLASSES;;
10218;10140;ACCESSORI E RICAMBI PER VERRICELLI QUICK;QUICK WINDLASSES' ACCESSORIES AND SPARE PARTS;;
10231;10001;CORDAME E ORMEGGIO;ROPES & MOORING;;
10232;10231;CIME DA ORMEGGIO E ANCORAGGIO;DOCK AND ANCHOR LINES;;
10251;10231;ACCESSORI PER CORDAME E ORMEGGIO;ROPES AND MOORING ACCESSORIES;;
19708;10231;AIUTI PER L'ORMEGGIO E SISTEMI D'ATTRACCO;MOORING SYSTEMS;;
10259;10231;AMMORTIZZATORI DA ORMEGGIO IN GOMMA EPDM;EPDM RUBBER MOORING COMPENSATORS;;
10263;10001;BOE / PARABORDI;MOORING BUOYS / FENDERS;;
10269;10263;BOE DA ORMEGGIO E ANCORAGGIO;MOORING AND ANCHORING BUOYS;;
10275;10263;BOE E GALLEGGIANTI DA SEGNALAZIONE;HOLE BUOYS AND MARK BUOYS;;
10287;10263;PARABORDI A PERA;PEAR FENDERS;;
10292;10263;PARABORDI CILINDRICI;CYLINDRICAL FENDERS;;
10301;10263;ACCESSORI PER PARABORDI;FENDERS ACCESSORIES;;
10309;10263;PARAFIANCATE E MEGAFENDERS;PROTECTIONS AND MEGAFENDERS;;
