Codice Prodotto;Descrizione Prodotto Breve Italiana;Codice Categoria;Um;Peso;Disponibilita' maggiore di 0;Obsoleto;Novita';In Offerta;Tipo Offerta;Listino Base;Netto Cliente;Unita' Misura Street Price;Street Price Ivato;Nome Immagine;Link Caratteristiche;Ultimo Aggiornamento
0104015;ANCORA OMB 1.5< ;10004;PZ;1,50;Si;No;No;No;Nessuna;11,50;5,75;;11,50;0104015;http://www.motomarine.it/catalogo/xsia/0104015;2021-02-12
0104025;ANCORA OMB 2.5< ;10004;PZ;2,50;Si;No;No;No;Nessuna;19,00;9,50;;19,00;0104015;http://www.motomarine.it/catalogo/xsia/0104025;2021-02-12
0104032;ANCORA OMB 3.2< ;10004;PZ;3,20;Si;No;No;No;Nessuna;23,50;11,75;;23,50;0104015;http://www.motomarine.it/catalogo/xsia/0104032;2021-02-12
0104040;ANCORA OMB 4.0< ;10004;PZ;4,00;Si;No;No;No;Nessuna;28,10;14,05;;28,10;0104015;http://www.motomarine.it/catalogo/xsia/0104040;2021-02-12
0104060;ANCORA OMB 6.0< ;10004;PZ;6,00;Si;No;No;No;Nessuna;41,80;20,90;;41,80;0104015;http://www.motomarine.it/catalogo/xsia/0104060;2021-02-12
0104080;ANCORA OMB 8.0< ;10004;PZ;8,00;Si;No;No;No;Nessuna;54,20;27,10;;54,20;0104015;http://www.motomarine.it/catalogo/xsia/0104080;2021-02-12
0104110;ANCORA OMB 10< ;10004;PZ;10,00;Si;No;No;No;Nessuna;67,20;33,60;;67,20;0104015;http://www.motomarine.it/catalogo/xsia/0104110;2021-02-12
0104503;ANCORA HALL 2.8< ;10005;PZ;2,80;Si;No;No;No;Nessuna;19,40;9,70;;19,40;0104503;http://www.motomarine.it/catalogo/xsia/0104503;2021-02-12
0104504;ANCORA HALL 3.7< ;10005;PZ;3,70;Si;No;No;No;Nessuna;28,40;14,20;;28,40;0104503;http://www.motomarine.it/catalogo/xsia/0104504;2021-02-12
0104506;ANCORA HALL 6< ;10005;PZ;6,30;Si;No;No;No;Nessuna;42,20;21,10;;42,20;0104503;http://www.motomarine.it/catalogo/xsia/0104506;2021-02-12
0104508;ANCORA HALL 8< ;10005;PZ;8,00;Si;No;No;No;Nessuna;54,80;27,40;;54,80;0104503;http://www.motomarine.it/catalogo/xsia/0104508;2021-02-12
0104510;ANCORA HALL 10< ;10005;PZ;10,00;Si;No;No;No;Nessuna;65,90;32,95;;65,90;0104503;http://www.motomarine.it/catalogo/xsia/0104510;2021-02-12
0104518;ANCORA HALL 18< ;12037;PZ;16,00;Si;No;No;No;Nessuna;133,50;66,75;;133,50;0104518;http://www.motomarine.it/catalogo/xsia/0104518;2021-02-12
0104528;ANCORA HALL 28< ;12037;PZ;28,00;Si;No;No;No;Nessuna;213,00;106,50;;213,00;0104518;http://www.motomarine.it/catalogo/xsia/0104528;2021-02-12
0104536;ANCORA HALL 36< ;12037;PZ;36,00;Si;No;No;No;Nessuna;266,50;133,25;;266,50;0104518;http://www.motomarine.it/catalogo/xsia/0104536;2021-02-12
0104548;ANCORA HALL 48< ;12037;PZ;48,00;Si;No;No;No;Nessuna;387,50;193,75;;387,50;0104518;http://www.motomarine.it/catalogo/xsia/0104548;2021-02-12
0104558;ANCORA HALL 58< ;12037;PZ;58,00;Si;No;No;No;Nessuna;528,50;264,25;;528,50;0104518;http://www.motomarine.it/catalogo/xsia/0104558;2021-02-12
0104610;ANCORA HALL 100< ;12037;PZ;100,00;Si;No;No;No;Nessuna;852,50;426,25;;852,50;0104518;http://www.motomarine.it/catalogo/xsia/0104610;2021-02-12
0104615;ANCORA HALL 150< ;12037;PZ;150,00;Si;No;No;No;Nessuna;1.248,00;624,00;;1.248,00;0104518;http://www.motomarine.it/catalogo/xsia/0104615;2021-02-12
0105004;ANCORA DF 4 ;10008;PZ;4,00;Si;No;No;No;Nessuna;21,80;10,90;;21,80;0105004;http://www.motomarine.it/catalogo/xsia/0105004;2021-02-12
0105006;ANCORA DF 6 ;10008;PZ;6,00;Si;No;No;No;Nessuna;33,80;16,90;;33,80;0105004;http://www.motomarine.it/catalogo/xsia/0105006;2021-02-12
0105008;ANCORA DF 8 ;10008;PZ;8,00;Si;No;No;No;Nessuna;45,00;22,50;;45,00;0105004;http://www.motomarine.it/catalogo/xsia/0105008;2021-02-12
0105010;ANCORA DF 10 ;10008;PZ;10,00;Si;No;No;No;Nessuna;55,00;27,50;;55,00;0105004;http://www.motomarine.it/catalogo/xsia/0105010;2021-02-12
0105012;ANCORA DF 12 ;10008;PZ;12,00;Si;No;No;No;Nessuna;66,50;33,25;;66,50;0105004;http://www.motomarine.it/catalogo/xsia/0105012;2021-02-12
0105015;ANCORA DF 15 ;10008;PZ;15,00;Si;No;No;No;Nessuna;83,50;41,75;;83,50;0105004;http://www.motomarine.it/catalogo/xsia/0105015;2021-02-12
0105020;ANCORA DF 20 ;10008;PZ;20,00;Si;No;No;No;Nessuna;109,50;54,75;;109,50;0105004;http://www.motomarine.it/catalogo/xsia/0105020;2021-02-12
0105025;ANCORA DF 25 ;10008;PZ;25,00;Si;No;No;No;Nessuna;134,50;67,25;;134,50;0105004;http://www.motomarine.it/catalogo/xsia/0105025;2021-02-12
0105030;ANCORA DF 30 ;10008;PZ;30,00;Si;No;No;No;Nessuna;162,50;81,25;;162,50;0105004;http://www.motomarine.it/catalogo/xsia/0105030;2021-02-12
0105050;ANCORA DF 50 ;10008;PZ;50,00;No;No;No;No;Nessuna;298,50;149,25;;298,50;0105004;http://www.motomarine.it/catalogo/xsia/0105050;2021-02-12
0106505;ANCORA AMM PIEG 5< ;10006;PZ;5,00;Si;No;No;No;Nessuna;41,30;20,65;;41,30;0106505;http://www.motomarine.it/catalogo/xsia/0106505;2021-02-12
0107502;ANCORA BRUCE TYPE 2< ;10009;PZ;2,00;Si;No;No;No;Nessuna;14,80;7,40;;14,80;0107502;http://www.motomarine.it/catalogo/xsia/0107502;2021-02-12
0107505;ANCORA BRUCE TYPE 5< ;10009;PZ;5,00;Si;No;No;No;Nessuna;34,50;17,25;;34,50;0107502;http://www.motomarine.it/catalogo/xsia/0107505;2021-02-12
0107507;ANCORA BRUCE TYPE 7.5< ;10009;PZ;7,50;Si;No;No;No;Nessuna;52,20;26,10;;52,20;0107502;http://www.motomarine.it/catalogo/xsia/0107507;2021-02-12
0107510;ANCORA BRUCE TYPE 10< ;10009;PZ;10,00;No;No;No;No;Nessuna;68,90;34,45;;68,90;0107502;http://www.motomarine.it/catalogo/xsia/0107510;2021-02-12
0107515;ANCORA BRUCE TYPE 15< ;10009;PZ;15,00;Si;No;No;No;Nessuna;107,00;53,50;;107,00;0107502;http://www.motomarine.it/catalogo/xsia/0107515;2021-02-12
0107520;ANCORA BRUCE TYPE 20< ;10009;PZ;20,00;Si;No;No;No;Nessuna;154,50;77,25;;154,50;0107502;http://www.motomarine.it/catalogo/xsia/0107520;2021-02-12
0107530;ANCORA BRUCE TYPE 30< ;10009;PZ;30,00;Si;No;No;No;Nessuna;210,00;105,00;;210,00;0107502;http://www.motomarine.it/catalogo/xsia/0107530;2021-02-12
0107602;ANCORA BRUCE INOX 2.5< ;17174;PZ;2,50;Si;No;No;No;Nessuna;89,50;44,75;;89,50;0107602;http://www.motomarine.it/catalogo/xsia/0107602;2021-02-12
0107605;ANCORA BRUCE INOX 5< ;17174;PZ;5,00;Si;No;No;No;Nessuna;178,50;89,25;;178,50;0107602;http://www.motomarine.it/catalogo/xsia/0107605;2021-02-12
0107607;ANCORA BRUCE INOX 7.5< ;17174;PZ;7,50;No;No;No;No;Nessuna;268,50;134,25;;268,50;0107602;http://www.motomarine.it/catalogo/xsia/0107607;2021-02-12
0107610;ANCORA BRUCE INOX 10< ;17174;PZ;10,00;No;No;No;No;Nessuna;392,50;196,25;;392,50;0107602;http://www.motomarine.it/catalogo/xsia/0107610;2021-02-12
0107615;ANCORA BRUCE INOX 15< ;17174;PZ;15,00;Si;No;No;No;Nessuna;536,50;268,25;;536,50;0107602;http://www.motomarine.it/catalogo/xsia/0107615;2021-02-12
0107620;ANCORA BRUCE INOX 20< ;17174;PZ;20,00;No;No;No;No;Nessuna;714,50;357,25;;714,50;0107602;http://www.motomarine.it/catalogo/xsia/0107620;2021-02-12
0107630;ANCORA BRUCE INOX 30< ;17174;PZ;30,00;Si;No;No;No;Nessuna;1.088,50;544,25;;1.089,00;0107602;http://www.motomarine.it/catalogo/xsia/0107630;2021-02-12
0107704;ANCORA DELTA 4< ;12015;PZ;4,00;Si;No;No;No;Nessuna;129,50;64,75;;113,00;0107704;http://www.motomarine.it/catalogo/xsia/0107704;2021-02-12
0107706;ANCORA DELTA 6< ;12015;PZ;6,00;Si;No;No;No;Nessuna;171,60;85,80;;149,50;0107704;http://www.motomarine.it/catalogo/xsia/0107706;2021-02-12
0107710;ANCORA DELTA 10< ;12015;PZ;10,00;Si;No;No;No;Nessuna;199,50;99,75;;174,00;0107704;http://www.motomarine.it/catalogo/xsia/0107710;2021-02-12
0107716;ANCORA DELTA 16< ;12015;PZ;16,00;Si;No;No;No;Nessuna;289,60;144,80;;252,00;0107704;http://www.motomarine.it/catalogo/xsia/0107716;2021-02-12
0107720;ANCORA DELTA 20< ;12015;PZ;20,00;Si;No;No;No;Nessuna;354,60;177,30;;309,00;0107704;http://www.motomarine.it/catalogo/xsia/0107720;2021-02-12
0107725;ANCORA DELTA 25< ;12015;PZ;25,00;Si;No;No;No;Nessuna;567,50;283,75;;494,00;0107704;http://www.motomarine.it/catalogo/xsia/0107725;2021-02-12
0107732;ANCORA DELTA 32< ;12015;PZ;32,00;Si;No;No;No;Nessuna;714,00;357,00;;593,00;0107704;http://www.motomarine.it/catalogo/xsia/0107732;2021-02-12
0107740;ANCORA DELTA 40< ;12015;PZ;40,00;Si;No;No;No;Nessuna;827,00;413,50;;678,50;0107704;http://www.motomarine.it/catalogo/xsia/0107740;2021-02-12
0108003;ANCORA FX-11< ;18680;PZ;3,00;Si;No;No;No;Nessuna;332,00;166,00;;276,00;0108002;http://www.motomarine.it/catalogo/xsia/0108003;2021-02-12
0108005;ANCORA FX-16< ;18680;PZ;4,50;Si;No;No;No;Nessuna;478,50;239,25;;397,50;0108002;http://www.motomarine.it/catalogo/xsia/0108005;2021-02-12
0108007;ANCORA FX-23< ;18680;PZ;6,80;Si;No;No;No;Nessuna;757,50;378,75;;629,00;0108002;http://www.motomarine.it/catalogo/xsia/0108007;2021-02-12
0108010;ANCORA FX-37< ;18680;PZ;9,50;Si;No;No;No;Nessuna;1.129,00;564,50;;937,50;0108002;http://www.motomarine.it/catalogo/xsia/0108010;2021-02-12
0108015;ANCORA FX-55< ;18680;PZ;14,50;No;No;No;No;Nessuna;1.650,00;825,00;;1.320,00;0108002;http://www.motomarine.it/catalogo/xsia/0108015;2021-02-12
0108022;ANCORA FX-85< ;18680;PZ;21,40;No;No;No;No;Nessuna;2.497,00;1.248,50;;1.998,00;0108002;http://www.motomarine.it/catalogo/xsia/0108022;2021-02-12
0108031;ANCORA FX-125< ;18680;PZ;31,00;Si;No;No;No;Nessuna;3.659,00;1.829,50;;2.928,00;0108002;http://www.motomarine.it/catalogo/xsia/0108031;2021-02-12
0110006100;CATENA 6*100 mt ;10023;CF;80,00;No;No;No;No;Nessuna;389,00;194,50;;389,00;011000630;http://www.motomarine.it/catalogo/xsia/0110006100;2021-02-12
011000630;CATENA 6*30 mt ;10023;CF;24,00;No;No;No;No;Nessuna;121,00;60,50;;121,00;011000630;http://www.motomarine.it/catalogo/xsia/011000630;2021-02-12
011000650;CATENA 6*50 mt ;10023;CF;40,00;Si;No;No;No;Nessuna;194,50;97,25;;194,50;011000630;http://www.motomarine.it/catalogo/xsia/011000650;2021-02-12
011000675;CATENA 6*75 mt ;10023;CF;60,00;Si;No;No;No;Nessuna;291,50;145,75;;291,50;011000630;http://www.motomarine.it/catalogo/xsia/011000675;2021-02-12
0110007100;CATENA 7*100mt ;10023;CF;110,00;No;No;No;No;Nessuna;486,50;243,25;;486,50;011000630;http://www.motomarine.it/catalogo/xsia/0110007100;2021-02-12
011000730;CATENA 7*30mt ;10023;CF;33,00;Si;No;No;No;Nessuna;154,50;77,25;;154,50;011000630;http://www.motomarine.it/catalogo/xsia/011000730;2021-02-12
011000750;CATENA 7*50mt ;10023;CF;55,00;No;No;No;No;Nessuna;261,50;130,75;;261,50;011000630;http://www.motomarine.it/catalogo/xsia/011000750;2021-02-12
011000775;CATENA 7*75mt ;10023;CF;82,50;Si;No;No;No;Nessuna;364,50;182,25;;364,50;011000630;http://www.motomarine.it/catalogo/xsia/011000775;2021-02-12
0110008100;CATENA 8*100mt ;10023;CF;145,00;Si;No;No;No;Nessuna;628,00;314,00;;628,00;011000630;http://www.motomarine.it/catalogo/xsia/0110008100;2021-02-12
011000830;CATENA 8*30mt ;10023;CF;43,50;Si;No;No;No;Nessuna;198,50;99,25;;198,50;011000630;http://www.motomarine.it/catalogo/xsia/011000830;2021-02-12
011000850;CATENA 8*50mt ;10023;CF;72,50;No;No;No;No;Nessuna;314,00;157,00;;314,00;011000630;http://www.motomarine.it/catalogo/xsia/011000850;2021-02-12
011000875;CATENA 8*75mt ;10023;CF;108,75;Si;No;No;No;Nessuna;471,00;235,50;;471,00;011000630;http://www.motomarine.it/catalogo/xsia/011000875;2021-02-12
0110010100;CATENA 10 P28*100mt ;10023;CF;240,00;Si;No;No;No;Nessuna;899,50;449,75;;899,50;011000630;http://www.motomarine.it/catalogo/xsia/0110010100;2021-02-12
011001030;CATENA 10 P28*30mt ;10023;CF;72,00;Si;No;No;No;Nessuna;270,50;135,25;;270,50;011000630;http://www.motomarine.it/catalogo/xsia/011001030;2021-02-12
011001050;CATENA 10 P28*50mt ;10023;CF;120,00;Si;No;No;No;Nessuna;450,50;225,25;;450,50;011000630;http://www.motomarine.it/catalogo/xsia/011001050;2021-02-12
011001075;CATENA 10 P28*75mt ;10023;CF;180,00;Si;No;No;No;Nessuna;675,50;337,75;;675,50;011000630;http://www.motomarine.it/catalogo/xsia/011001075;2021-02-12
0110011100;CATENA 10 P30*100mt ;10023;CF;230,00;Si;No;No;No;Nessuna;899,50;449,75;;899,50;011000630;http://www.motomarine.it/catalogo/xsia/0110011100;2021-02-12
011001130;CATENA 10 P30*30mt ;10023;CF;69,00;Si;No;No;No;Nessuna;270,50;135,25;;270,50;011000630;http://www.motomarine.it/catalogo/xsia/011001130;2021-02-12
011001150;CATENA 10 P30*50mt ;10023;CF;115,00;Si;No;No;No;Nessuna;450,50;225,25;;450,50;011000630;http://www.motomarine.it/catalogo/xsia/011001150;2021-02-12
011001175;CATENA 10 P30*75mt ;10023;CF;172,50;No;No;No;No;Nessuna;675,50;337,75;;675,50;011000630;http://www.motomarine.it/catalogo/xsia/011001175;2021-02-12
0110012100;CATENA 12*100mt ;10023;CF;330,00;Si;No;No;No;Nessuna;1.338,00;669,00;;1.338,00;011000630;http://www.motomarine.it/catalogo/xsia/0110012100;2021-02-12
011001250;CATENA 12*50mt ;10023;CF;165,00;Si;No;No;No;Nessuna;669,00;334,50;;669,00;011000630;http://www.motomarine.it/catalogo/xsia/011001250;2021-02-12
011001275;CATENA 12*75mt ;10023;CF;247,50;No;No;No;No;Nessuna;1.003,00;501,50;;1.003,00;011000630;http://www.motomarine.it/catalogo/xsia/011001275;2021-02-12
0110013100;CATENA 13*100mt ;10023;CF;400,00;No;No;No;No;Nessuna;1.546,00;773,00;;1.546,00;011000630;http://www.motomarine.it/catalogo/xsia/0110013100;2021-02-12
011001375;CATENA 13*75mt ;10023;CF;300,00;Si;No;No;No;Nessuna;1.534,00;767,00;;1.534,00;011000630;http://www.motomarine.it/catalogo/xsia/011001375;2021-02-12
0110016100;CATENA 16*100mt ;10023;CF;590,00;No;No;No;No;Nessuna;2.341,00;1.170,50;;2.341,00;011000630;http://www.motomarine.it/catalogo/xsia/0110016100;2021-02-12
011001675;CATENA 16*75mt ;10023;CF;442,50;Si;No;No;No;Nessuna;1.756,00;878,00;;1.756,00;011000630;http://www.motomarine.it/catalogo/xsia/011001675;2021-02-12
011100650;CATENA LUNGA 6*50mt< ;10024;CF;40,00;No;No;No;No;Nessuna;186,50;93,25;MT;4,60;011100650;http://www.motomarine.it/catalogo/xsia/011100650;2021-02-12
011100850;CATENA LUNGA 8*50mt< ;10024;CF;70,00;Si;No;No;No;Nessuna;292,50;146,25;MT;7,20;011100650;http://www.motomarine.it/catalogo/xsia/011100850;2021-02-12
011101050;CATENA LUNGA 10*50mt< ;10024;CF;115,00;No;No;No;No;Nessuna;398,50;199,25;MT;9,80;011100650;http://www.motomarine.it/catalogo/xsia/011101050;2021-02-12
011101250;CATENA LUNGA 12*50mt< ;10024;CF;155,00;Si;No;No;No;Nessuna;628,00;314,00;MT;15,40;011100650;http://www.motomarine.it/catalogo/xsia/011101250;2021-02-12
011101450;CATENA LUNGA 14*50mt< ;10024;CF;205,00;Si;No;No;No;Nessuna;814,50;407,25;MT;19,90;011100650;http://www.motomarine.it/catalogo/xsia/011101450;2021-02-12
011101650;CATENA LUNGA 16*50mt< ;10024;CF;295,00;No;No;No;No;Nessuna;1.040,00;520,00;MT;25,40;011100650;http://www.motomarine.it/catalogo/xsia/011101650;2021-02-12
011101850;CATENA LUNGA 18*50mt< ;10024;CF;335,00;No;No;No;No;Nessuna;1.556,00;778,00;MT;38,00;011100650;http://www.motomarine.it/catalogo/xsia/011101850;2021-02-12
011102250;CATENA LUNGA 22*50mt< ;10024;CF;430,00;Si;No;No;No;Nessuna;2.242,00;1.121,00;MT;54,80;011100650;http://www.motomarine.it/catalogo/xsia/011102250;2021-02-12
011102850;CATENA LUNGA 28*50mt< ;10024;CF;845,00;No;No;No;No;Nessuna;3.456,00;1.728,00;MT;84,40;011100650;http://www.motomarine.it/catalogo/xsia/011102850;2021-02-12
011103050;CATENA LUNGA 30*50mt< ;10024;CF;910,00;No;No;No;No;Nessuna;3.973,00;1.986,50;MT;97,00;011100650;http://www.motomarine.it/catalogo/xsia/011103050;2021-02-12
0112856BL;SEGNA CATENA 6 BLUE ;10030;CF;0,01;Si;No;No;No;Nessuna;4,90;2,45;;4,90;0112856BL;http://www.motomarine.it/catalogo/xsia/0112856BL;2021-02-12
0112856GN;SEGNA CATENA 6 VERDE ;10030;CF;0,01;Si;No;No;No;Nessuna;4,90;2,45;;4,90;0112856BL;http://www.motomarine.it/catalogo/xsia/0112856GN;2021-02-12
0112856RD;SEGNA CATENA 6 ROSSO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,90;2,45;;4,90;0112856BL;http://www.motomarine.it/catalogo/xsia/0112856RD;2021-02-12
0112856WH;SEGNA CATENA 6 BIANCO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,90;2,45;;4,90;0112856BL;http://www.motomarine.it/catalogo/xsia/0112856WH;2021-02-12
0112856YE;SEGNA CATENA 6 GIALLO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,90;2,45;;4,90;0112856BL;http://www.motomarine.it/catalogo/xsia/0112856YE;2021-02-12
0112858BL;SEGNA CATENA 8 BLUE ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112858BL;2021-02-12
0112858GN;SEGNA CATENA 8 VERDE ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112858GN;2021-02-12
0112858RD;SEGNA CATENA 8 ROSSO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112858RD;2021-02-12
0112858WH;SEGNA CATENA 8 BIANCO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112858WH;2021-02-12
0112858YE;SEGNA CATENA 8 GIALLO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112858YE;2021-02-12
0112860BL;SEGNA CATENA 10 BLUE ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112860BL;2021-02-12
0112860GN;SEGNA CATENA 10 VERDE ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112860GN;2021-02-12
0112860RD;SEGNA CATENA 10 ROSSO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112860RD;2021-02-12
0112860WH;SEGNA CATENA 10 BIANCO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112860WH;2021-02-12
0112860YE;SEGNA CATENA 10 GIALLO ;10030;CF;0,01;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112860YE;2021-02-12
0112862BL;SEGNA CATENA 12 BLUE ;10030;CF;0,02;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112862BL;2021-02-12
0112862GN;SEGNA CATENA 12 VERDE ;10030;CF;0,02;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112862GN;2021-02-12
0112862RD;SEGNA CATENA 12 ROSSO ;10030;CF;0,02;No;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112862RD;2021-02-12
0112862WH;SEGNA CATENA 12 BIANCO ;10030;CF;0,02;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112862WH;2021-02-12
0112862YE;SEGNA CATENA 12 GIALLO ;10030;CF;0,02;Si;No;No;No;Nessuna;4,70;2,35;;4,70;0112856BL;http://www.motomarine.it/catalogo/xsia/0112862YE;2021-02-12
0112906;FALSAMAGLIA D6 INOX< ;10029;PZ;0,02;Si;No;No;No;Nessuna;1,90;0,95;;2,40;0112906;http://www.motomarine.it/catalogo/xsia/0112906;2021-02-12
0112908;FALSAMAGLIA D8 INOX< ;10029;PZ;0,03;Si;No;No;No;Nessuna;2,15;1,08;;2,70;0112906;http://www.motomarine.it/catalogo/xsia/0112908;2021-02-12
0112910;FALSAMAGLIA D10 INOX< ;10029;PZ;0,06;Si;No;No;No;Nessuna;2,60;1,30;;3,20;0112906;http://www.motomarine.it/catalogo/xsia/0112910;2021-02-12
0112912;FALSAMAGLIA D12 INOX< ;10029;PZ;0,11;Si;No;No;No;Nessuna;4,20;2,10;;5,20;0112906;http://www.motomarine.it/catalogo/xsia/0112912;2021-02-12
0112926;FALSAMAGLIA D6 INOX 8P< ;12001;PZ;0,02;Si;No;No;No;Nessuna;4,80;2,40;;5,90;0112926;http://www.motomarine.it/catalogo/xsia/0112926;2021-02-12
0112928;FALSAMAGLIA D8 INOX 8P< ;12001;PZ;0,03;Si;No;No;No;Nessuna;5,60;2,80;;6,90;0112926;http://www.motomarine.it/catalogo/xsia/0112928;2021-02-12
0112930;FALSAMAGLIA D10 INOX 8P< ;12001;PZ;0,06;Si;No;No;No;Nessuna;6,90;3,45;;8,50;0112926;http://www.motomarine.it/catalogo/xsia/0112930;2021-02-12
0112932;FALSAMAGLIA D12 INOX 8P< ;12001;PZ;0,11;Si;No;No;No;Nessuna;11,30;5,65;;13,80;0112926;http://www.motomarine.it/catalogo/xsia/0112932;2021-02-12
011500615;CATENA INOX 6*15MT ;14049;CF;11,30;No;No;No;No;Nessuna;174,50;87,25;;174,50;011500615;http://www.motomarine.it/catalogo/xsia/011500615;2021-02-12
011500630;CATENA INOX 6*30MT ;14049;CF;22,50;Si;No;No;No;Nessuna;328,50;164,25;;328,50;011500615;http://www.motomarine.it/catalogo/xsia/011500630;2021-02-12
011500650;CATENA INOX 6*50MT ;14049;CF;37,50;No;No;No;No;Nessuna;545,50;272,75;;545,50;011500615;http://www.motomarine.it/catalogo/xsia/011500650;2021-02-12
011500675;CATENA INOX 6*75MT ;14049;CF;56,30;No;No;No;No;Nessuna;798,50;399,25;;798,50;011500615;http://www.motomarine.it/catalogo/xsia/011500675;2021-02-12
011500715;CATENA INOX 7*15MT ;14049;CF;15,80;Si;No;No;No;Nessuna;248,00;124,00;;248,00;011500615;http://www.motomarine.it/catalogo/xsia/011500715;2021-02-12
011500730;CATENA INOX 7*30MT ;14049;CF;31,50;No;No;No;No;Nessuna;489,00;244,50;;489,00;011500615;http://www.motomarine.it/catalogo/xsia/011500730;2021-02-12
011500750;CATENA INOX 7*50MT ;14049;CF;52,50;Si;No;No;No;Nessuna;810,00;405,00;;810,00;011500615;http://www.motomarine.it/catalogo/xsia/011500750;2021-02-12
011500775;CATENA INOX 7*75MT ;14049;CF;78,80;Si;No;No;No;Nessuna;1.198,00;599,00;;1.198,00;011500615;http://www.motomarine.it/catalogo/xsia/011500775;2021-02-12
0115008100;CATENA INOX 8*100MT ;14049;CF;140,00;No;No;No;No;Nessuna;1.938,00;969,00;;1.938,00;011500615;http://www.motomarine.it/catalogo/xsia/0115008100;2021-02-12
011500815;CATENA INOX 8*15MT ;14049;CF;21,00;Si;No;No;No;Nessuna;292,50;146,25;;292,50;011500615;http://www.motomarine.it/catalogo/xsia/011500815;2021-02-12
011500830;CATENA INOX 8*30MT ;14049;CF;42,00;No;No;No;No;Nessuna;582,50;291,25;;582,50;011500615;http://www.motomarine.it/catalogo/xsia/011500830;2021-02-12
011500850;CATENA INOX 8*50MT ;14049;CF;70,00;No;No;No;No;Nessuna;969,50;484,75;;969,50;011500615;http://www.motomarine.it/catalogo/xsia/011500850;2021-02-12
011500875;CATENA INOX 8*75MT ;14049;CF;105,00;No;No;No;No;Nessuna;1.445,00;722,50;;1.445,00;011500615;http://www.motomarine.it/catalogo/xsia/011500875;2021-02-12
0115010100;CATENA INOX 10P28*100MT ;14049;CF;230,00;Si;No;No;No;Nessuna;3.144,00;1.572,00;;3.144,00;011500615;http://www.motomarine.it/catalogo/xsia/0115010100;2021-02-12
011501015;CATENA INOX 10P28*15MT ;14049;CF;34,50;No;No;No;No;Nessuna;472,50;236,25;;472,50;011500615;http://www.motomarine.it/catalogo/xsia/011501015;2021-02-12
011501030;CATENA INOX 10P28*30MT ;14049;CF;69,00;No;No;No;No;Nessuna;945,00;472,50;;945,00;011500615;http://www.motomarine.it/catalogo/xsia/011501030;2021-02-12
011501050;CATENA INOX 10P28*50MT ;14049;CF;115,00;No;No;No;No;Nessuna;1.572,00;786,00;;1.572,00;011500615;http://www.motomarine.it/catalogo/xsia/011501050;2021-02-12
011501075;CATENA INOX 10P28*75MT ;14049;CF;172,50;Si;No;No;No;Nessuna;2.358,00;1.179,00;;2.358,00;011500615;http://www.motomarine.it/catalogo/xsia/011501075;2021-02-12
0115011100;CATENA INOX 10P30*100MT ;14049;CF;225,00;No;No;No;No;Nessuna;3.144,00;1.572,00;;3.144,00;011500615;http://www.motomarine.it/catalogo/xsia/0115011100;2021-02-12
011501115;CATENA INOX 10P30*15MT ;14049;CF;33,80;Si;No;No;No;Nessuna;472,50;236,25;;472,50;011500615;http://www.motomarine.it/catalogo/xsia/011501115;2021-02-12
011501130;CATENA INOX 10P30*30MT ;14049;CF;67,50;No;No;No;No;Nessuna;945,00;472,50;;945,00;011500615;http://www.motomarine.it/catalogo/xsia/011501130;2021-02-12
011501150;CATENA INOX 10P30*50MT ;14049;CF;112,50;Si;No;No;No;Nessuna;1.572,00;786,00;;1.572,00;011500615;http://www.motomarine.it/catalogo/xsia/011501150;2021-02-12
