Codice Prodotto;Descrizione Prodotto Breve Italiana;Codice Categoria;Um;Peso;Disponibilita' maggiore di 0;Obsoleto;Novita';In Offerta;Tipo Offerta;Listino Base;Netto Cliente;Unita' Misura Street Price;Street Price Ivato;Nome Immagine;Link Caratteristiche;Ultimo Aggiornamento
3265070;CAPOTTINA F3 BLUE 200< ;14949;PZ;6,00;Si;No;No;No;Nessuna;169,50;84,75;;169,50;3265065;http://www.motomarine.it/catalogo/xsia/3265070;2021-02-12
3265215;CAPOTTINA TS BIMINI TOP 150 ;4042;PZ;5,50;Si;No;No;No;Nessuna;279,50;139,75;;238,00;3265215;http://www.motomarine.it/catalogo/xsia/3265215;2021-02-12
3265217;CAPOTTINA TS BIMINI TOP 170 ;4042;PZ;5,80;Si;No;No;No;Nessuna;299,50;149,75;;261,00;3265215;http://www.motomarine.it/catalogo/xsia/3265217;2021-02-12
3265220;CAPOTTINA TS BIMINI TOP 200 ;4042;PZ;6,00;Si;No;No;No;Nessuna;329,50;164,75;;287,00;3265215;http://www.motomarine.it/catalogo/xsia/3265220;2021-02-12
3265255;CAPOTTINA F3 HIGH 150< ;4048;PZ;4,62;Si;No;No;No;Nessuna;157,50;78,75;;157,50;3265255;http://www.motomarine.it/catalogo/xsia/3265255;2021-02-12
3265257;CAPOTTINA F3 HIGH 170< ;4048;PZ;6,00;Si;No;No;No;Nessuna;164,50;82,25;;164,50;3265255;http://www.motomarine.it/catalogo/xsia/3265257;2021-02-12
3265258;CAPOTTINA F3 HIGH 185< ;4048;PZ;5,00;No;No;No;No;Nessuna;169,50;84,75;;169,50;3265255;http://www.motomarine.it/catalogo/xsia/3265258;2021-02-12
3265260;CAPOTTINA F3 HIGH 200< ;4048;PZ;6,60;Si;No;No;No;Nessuna;179,50;89,75;;179,50;3265255;http://www.motomarine.it/catalogo/xsia/3265260;2021-02-12
3265262;CAPOTTINA F3 HIGH 225< ;4048;PZ;7,10;Si;No;No;No;Nessuna;189,50;94,75;;189,50;3265255;http://www.motomarine.it/catalogo/xsia/3265262;2021-02-12
3265265;CAPOTTINA F3 HIGH BLUE 150< ;14950;PZ;4,50;Si;No;No;No;Nessuna;157,50;78,75;;157,50;3265265;http://www.motomarine.it/catalogo/xsia/3265265;2021-02-12
3265267;CAPOTTINA F3 HIGH BLUE 170< ;14950;PZ;5,10;Si;No;No;No;Nessuna;164,50;82,25;;164,50;3265265;http://www.motomarine.it/catalogo/xsia/3265267;2021-02-12
3265268;CAPOTTINA F3 HIGH BLUE 185< ;14950;PZ;6,24;No;No;No;No;Nessuna;169,50;84,75;;169,50;3265265;http://www.motomarine.it/catalogo/xsia/3265268;2021-02-12
3265270;CAPOTTINA F3 HIGH BLUE 200< ;14950;PZ;5,44;Si;No;No;No;Nessuna;179,50;89,75;;179,50;3265265;http://www.motomarine.it/catalogo/xsia/3265270;2021-02-12
3265272;CAPOTTINA F3 HIGH BLUE 220< ;14950;PZ;5,50;No;No;No;No;Nessuna;189,50;94,75;;189,50;3265265;http://www.motomarine.it/catalogo/xsia/3265272;2021-02-12
3265324;CAPOTTINA TS ARIA TELAIO L245/D25 ;17168;PZ;7,50;Si;No;No;No;Nessuna;843,50;421,75;;717,00;3265315;http://www.motomarine.it/catalogo/xsia/3265324;2021-02-12
3265357;CAPOTTINA F3 HIGH 185 INOX< ;4049;PZ;11,10;No;No;No;No;Nessuna;536,50;268,25;;536,50;3265357;http://www.motomarine.it/catalogo/xsia/3265357;2021-02-12
3265360;CAPOTTINA F3 HIGH 200 INOX< ;4049;PZ;11,74;No;No;No;No;Nessuna;536,50;268,25;;536,50;3265357;http://www.motomarine.it/catalogo/xsia/3265360;2021-02-12
3265362;CAPOTTINA F3 HIGH 225 INOX< ;4049;PZ;12,70;Si;No;No;No;Nessuna;599,00;299,50;;599,00;3265357;http://www.motomarine.it/catalogo/xsia/3265362;2021-02-12
3265365;CAPOTTINA F3 HIGH 250 INOX< ;4049;PZ;13,16;Si;No;No;No;Nessuna;599,00;299,50;;599,00;3265357;http://www.motomarine.it/catalogo/xsia/3265365;2021-02-12
3265367;CAPOTTINA F3 HIGH BLUE 185 INOX< ;14951;PZ;11,10;No;No;No;No;Nessuna;536,50;268,25;;536,50;3265367;http://www.motomarine.it/catalogo/xsia/3265367;2021-02-12
3265370;CAPOTTINA F3 HIGH BLUE 200 INOX< ;14951;PZ;11,74;No;No;No;No;Nessuna;536,50;268,25;;536,50;3265367;http://www.motomarine.it/catalogo/xsia/3265370;2021-02-12
3265372;CAPOTTINA F3 HIGH BLUE 230 INOX< ;14951;PZ;12,70;No;No;No;No;Nessuna;599,00;299,50;;599,00;3265367;http://www.motomarine.it/catalogo/xsia/3265372;2021-02-12
3265375;CAPOTTINA F3 HIGH BLUE 250 INOX< ;14951;PZ;13,16;Si;No;No;No;Nessuna;599,00;299,50;;599,00;3265367;http://www.motomarine.it/catalogo/xsia/3265375;2021-02-12
3265400;PUNTONI CAPOTTINA ;11613;CP;1,50;Si;No;No;No;Nessuna;196,50;98,25;;196,50;3265457;http://www.motomarine.it/catalogo/xsia/3265400;2021-02-12
3265400;PUNTONI CAPOTTINA ;14946;CP;1,50;Si;No;No;No;Nessuna;196,50;98,25;;196,50;3265467;http://www.motomarine.it/catalogo/xsia/3265400;2021-02-12
3265457;CAPOTTINA TS BIMINOX 170 ;11613;PZ;12,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265457;http://www.motomarine.it/catalogo/xsia/3265457;2021-02-12
3265460;CAPOTTINA TS BIMINOX 200 ;11613;PZ;14,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265457;http://www.motomarine.it/catalogo/xsia/3265460;2021-02-12
3265462;CAPOTTINA TS BIMINOX 230 ;11613;PZ;15,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265457;http://www.motomarine.it/catalogo/xsia/3265462;2021-02-12
3265465;CAPOTTINA TS BIMINOX 250 ;11613;PZ;16,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265457;http://www.motomarine.it/catalogo/xsia/3265465;2021-02-12
3265467;CAPOTTINA TS BIMINOX BLUE 170 ;14946;PZ;12,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265467;http://www.motomarine.it/catalogo/xsia/3265467;2021-02-12
3265470;CAPOTTINA TS BIMINOX BLUE 200 ;14946;PZ;14,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265467;http://www.motomarine.it/catalogo/xsia/3265470;2021-02-12
3265472;CAPOTTINA TS BIMINOX BLUE 230 ;14946;PZ;15,00;No;No;No;No;Nessuna;813,00;406,50;;691,50;3265467;http://www.motomarine.it/catalogo/xsia/3265472;2021-02-12
3265475;CAPOTTINA TS BIMINOX BLUE 250 ;14946;PZ;16,00;Si;No;No;No;Nessuna;813,00;406,50;;691,50;3265467;http://www.motomarine.it/catalogo/xsia/3265475;2021-02-12
3266013;CAPOTTINA TS STD BLUE 130 ;4040;PZ;5,80;Si;No;No;No;Nessuna;212,50;106,25;;183,00;3266013;http://www.motomarine.it/catalogo/xsia/3266013;2021-02-12
3266015;CAPOTTINA TS STD BLUE 150 ;4040;PZ;6,00;Si;No;No;No;Nessuna;219,50;109,75;;189,00;3266013;http://www.motomarine.it/catalogo/xsia/3266015;2021-02-12
3266017;CAPOTTINA TS STD BLUE 170 ;4040;PZ;8,81;Si;No;No;No;Nessuna;249,50;124,75;;215,00;3266013;http://www.motomarine.it/catalogo/xsia/3266017;2021-02-12
3266053;CAPOTTINA F2 130< ;4046;PZ;3,14;Si;No;No;No;Nessuna;99,50;49,75;;99,50;3266053;http://www.motomarine.it/catalogo/xsia/3266053;2021-02-12
3266055;CAPOTTINA F2 150< ;4046;PZ;3,22;Si;No;No;No;Nessuna;114,50;57,25;;114,50;3266053;http://www.motomarine.it/catalogo/xsia/3266055;2021-02-12
3266057;CAPOTTINA F2 170< ;4046;PZ;4,70;Si;No;No;No;Nessuna;119,50;59,75;;119,50;3266053;http://www.motomarine.it/catalogo/xsia/3266057;2021-02-12
3266063;CAPOTTINA F2 BLUE 130< ;14948;PZ;3,14;Si;No;No;No;Nessuna;99,50;49,75;;99,50;3266063;http://www.motomarine.it/catalogo/xsia/3266063;2021-02-12
3266065;CAPOTTINA F2 BLUE 150< ;14948;PZ;3,42;Si;No;No;No;Nessuna;114,50;57,25;;114,50;3266063;http://www.motomarine.it/catalogo/xsia/3266065;2021-02-12
3266067;CAPOTTINA F2 BLUE 170< ;14948;PZ;4,70;No;No;No;No;Nessuna;119,50;59,75;;119,50;3266063;http://www.motomarine.it/catalogo/xsia/3266067;2021-02-12
3267017;CAPOTTINA TS HIGH SPEED 170 ;4044;PZ;5,80;No;No;No;No;Nessuna;599,50;299,75;;516,00;3267017;http://www.motomarine.it/catalogo/xsia/3267017;2021-02-12
3267020;CAPOTTINA TS HIGH SPEED 200 ;4044;PZ;9,44;No;No;No;No;Nessuna;616,50;308,25;;530,50;3267017;http://www.motomarine.it/catalogo/xsia/3267020;2021-02-12
3267022;CAPOTTINA TS HIGH SPEED 225 ;4044;PZ;10,10;Si;No;No;No;Nessuna;666,50;333,25;;573,50;3267017;http://www.motomarine.it/catalogo/xsia/3267022;2021-02-12
3268022;CAPOTTINA TS FLY 225 ;4043;PZ;7,90;Si;No;No;No;Nessuna;716,50;358,25;;616,50;3268022;http://www.motomarine.it/catalogo/xsia/3268022;2021-02-12
3268024;CAPOTTINA TS FLY 240 ;4043;PZ;8,20;No;No;No;No;Nessuna;726,50;363,25;;625,00;3268022;http://www.motomarine.it/catalogo/xsia/3268024;2021-02-12
3268025;CAPOTTINA TS FLY 255 ;4043;PZ;8,60;No;No;No;No;Nessuna;736,50;368,25;;633,50;3268022;http://www.motomarine.it/catalogo/xsia/3268025;2021-02-12
3268027;CAPOTTINA TS FLY 270 ;4043;PZ;9,20;Si;No;No;No;Nessuna;743,00;371,50;;639,00;3268022;http://www.motomarine.it/catalogo/xsia/3268027;2021-02-12
3268030;CAPOTTINA TS FLY 295 ;4043;PZ;9,60;No;No;No;No;Nessuna;749,00;374,50;;644,50;3268022;http://www.motomarine.it/catalogo/xsia/3268030;2021-02-12
3269701;ASTA 58/102 ;16053;PZ;0,25;Si;No;No;No;Nessuna;13,50;6,75;;16,50;3269701;http://www.motomarine.it/catalogo/xsia/3269701;2021-02-12
3269702;ASTA 86/150 ;16053;PZ;0,44;Si;No;No;No;Nessuna;17,50;8,75;;21,40;3269701;http://www.motomarine.it/catalogo/xsia/3269702;2021-02-12
3269703;ASTA 108/200 ;16053;PZ;0,53;Si;No;No;No;Nessuna;18,50;9,25;;22,60;3269701;http://www.motomarine.it/catalogo/xsia/3269703;2021-02-12
3271004;ANCORA GALLEGGIANTE S< ;13857;PZ;0,32;No;No;No;No;Nessuna;18,90;9,45;;22,00;3271004;http://www.motomarine.it/catalogo/xsia/3271004;2021-02-12
3271005;ANCORA GALLEGGIANTE M< ;13857;PZ;0,58;No;No;No;No;Nessuna;25,80;12,90;;29,50;3271004;http://www.motomarine.it/catalogo/xsia/3271005;2021-02-12
3271010;ANCORA GALLEGGIANTE L< ;13857;PZ;1,44;No;No;No;No;Nessuna;49,50;24,75;;56,50;3271004;http://www.motomarine.it/catalogo/xsia/3271010;2021-02-12
3272513;TENDINA OSCURANTE 360X400 ;12078;PZ;0,20;Si;No;No;No;Nessuna;34,50;17,25;;34,50;3272513;http://www.motomarine.it/catalogo/xsia/3272513;2021-02-12
3272514;TENDINA OSCURANTE 450X500 ;12078;PZ;0,30;Si;No;No;No;Nessuna;39,50;19,75;;39,50;3272513;http://www.motomarine.it/catalogo/xsia/3272514;2021-02-12
3272515;TENDINA OSCURANTE 500X600 ;12078;PZ;0,35;No;No;No;No;Nessuna;41,50;20,75;;41,50;3272513;http://www.motomarine.it/catalogo/xsia/3272515;2021-02-12
3272516;TENDINA OSCURANTE 550X650 ;12078;PZ;0,40;Si;No;No;No;Nessuna;44,50;22,25;;44,50;3272513;http://www.motomarine.it/catalogo/xsia/3272516;2021-02-12
3272517;TENDINA OSCURANTE 680X780 ;12078;PZ;0,50;Si;No;No;No;Nessuna;49,50;24,75;;49,50;3272513;http://www.motomarine.it/catalogo/xsia/3272517;2021-02-12
3311014;RIVESTIMENTO H140x24M ORANGE BLUE ;4187;MT;0,99;No;No;No;No;Nessuna;26,50;13,25;;32,40;3311114;http://www.motomarine.it/catalogo/xsia/3311014;2021-02-12
3311114;RIVESTIMENTO H140x24M ORANGE WHITE ;4187;MT;0,99;Si;No;No;No;Nessuna;26,50;13,25;;32,40;3311114;http://www.motomarine.it/catalogo/xsia/3311114;2021-02-12
3311214;RIVESTIMENTO H140x20M ORANGE GREY ;4187;MT;0,99;No;No;No;No;Nessuna;26,50;13,25;;32,40;3311114;http://www.motomarine.it/catalogo/xsia/3311214;2021-02-12
3311500;TAPPETINO STD RED< ;18438;PZ;0,52;No;No;No;No;Nessuna;29,90;14,95;;36,50;3311500;http://www.motomarine.it/catalogo/xsia/3311500;2021-02-12
3311501;TAPPETINO STD BLUE< ;18438;PZ;0,52;Si;No;No;No;Nessuna;29,90;14,95;;36,50;3311500;http://www.motomarine.it/catalogo/xsia/3311501;2021-02-12
3311502;TAPPETINO STD SAND< ;18438;PZ;0,52;Si;No;No;No;Nessuna;29,90;14,95;;36,50;3311500;http://www.motomarine.it/catalogo/xsia/3311502;2021-02-12
3311503;TAPPETINO WELCOME HALF MOON BLUE< ;18441;PZ;0,55;No;No;No;No;Nessuna;46,50;23,25;;56,80;3311503;http://www.motomarine.it/catalogo/xsia/3311503;2021-02-12
3311504;TAPPETINO WELCOME MARLIN BLUE< ;18439;PZ;0,49;Si;No;No;No;Nessuna;43,50;21,75;;53,10;3311504;http://www.motomarine.it/catalogo/xsia/3311504;2021-02-12
3311505;TAPPETINO WELCOME MARLIN SAND< ;18439;PZ;0,52;No;No;No;No;Nessuna;43,50;21,75;;53,10;3311504;http://www.motomarine.it/catalogo/xsia/3311505;2021-02-12
3311506;TAPPETINO WELCOME RED< ;18440;PZ;0,52;Si;No;No;No;Nessuna;36,50;18,25;;44,60;3311506;http://www.motomarine.it/catalogo/xsia/3311506;2021-02-12
3311507;TAPPETINO WELCOME BLUE< ;18440;PZ;0,52;Si;No;No;No;Nessuna;36,50;18,25;;44,60;3311506;http://www.motomarine.it/catalogo/xsia/3311507;2021-02-12
3311513;TAPPETINO WELCOME HALF MOON SAND< ;18441;PZ;0,55;Si;No;No;No;Nessuna;46,50;23,25;;56,80;3311503;http://www.motomarine.it/catalogo/xsia/3311513;2021-02-12
3311524;TAPPETINO CORDA BLUE 55X35 ;18442;PZ;0,00;Si;No;No;No;Nessuna;89,50;44,75;;89,50;3311522;http://www.motomarine.it/catalogo/xsia/3311524;2021-02-12
3317020;RIVESTIMENTO FONO ALU 16MM 100x150 ;4211;PZ;1,30;Si;No;No;No;Nessuna;59,50;29,75;;59,50;3317020;http://www.motomarine.it/catalogo/xsia/3317020;2021-02-12
3317022;RIVESTIMENTO FONO TM003 20MM 100X150 ;12800;PZ;0,00;Si;No;No;No;Nessuna;78,50;39,25;;78,50;3317022;http://www.motomarine.it/catalogo/xsia/3317022;2021-02-12
3317024;RIVESTIMENTO FONO TM203 GOM.20MM 0.9x1.5 ;12800;PZ;0,00;Si;No;No;No;Nessuna;148,50;74,25;;148,50;3317022;http://www.motomarine.it/catalogo/xsia/3317024;2021-02-12
3317040;RIVESTIMENTO FONO ONDA 30MM 100X200 ;4210;PZ;2,10;Si;No;No;No;Nessuna;42,80;21,40;;42,80;3317040;http://www.motomarine.it/catalogo/xsia/3317040;2021-02-12
3317520;RIVESTIMENTO FONO ALU 16MM 100X300 ;4212;PZ;15,20;Si;No;No;No;Nessuna;238,50;119,25;;238,50;3317520;http://www.motomarine.it/catalogo/xsia/3317520;2021-02-12
3317525;RIVESTIMENTO FONO COLOR 20MM 100X200 ;4213;PZ;1,50;Si;No;No;No;Nessuna;258,50;129,25;;258,50;3317525;http://www.motomarine.it/catalogo/xsia/3317525;2021-02-12
3317530;RIVESTIMENTO FONO DOUBLE 30MM 100X120 ;4214;PZ;6,00;Si;No;No;No;Nessuna;168,50;84,25;;168,50;3317530;http://www.motomarine.it/catalogo/xsia/3317530;2021-02-12
3320055;NASTRO ISOLANTE CERAMIC FIBER H50 25M< ;4216;PZ;3,73;Si;No;No;No;Nessuna;58,50;29,25;;58,50;3320055;http://www.motomarine.it/catalogo/xsia/3320055;2021-02-12
3320060;NASTRO ISOLANTE CERAMIC FIBER H100 25M< ;4216;PZ;3,83;Si;No;No;No;Nessuna;99,50;49,75;;99,50;3320055;http://www.motomarine.it/catalogo/xsia/3320060;2021-02-12
3320072;ISOLANTE IMATT20TS 20MM 100X150 2PZ ;4215;CF;4,82;Si;No;No;No;Nessuna;189,50;94,75;;189,50;3320072;http://www.motomarine.it/catalogo/xsia/3320072;2021-02-12
3320074;ISOLANTE IMATT10TR 10MM 100x150 1PZ ;12798;PZ;3,00;No;No;No;No;Nessuna;149,50;74,75;;149,50;3320074;http://www.motomarine.it/catalogo/xsia/3320074;2021-02-12
3320075;NASTRO ADESIVO HIGH TEMP H50 L45M ALU ;4218;PZ;3,73;Si;No;No;No;Nessuna;29,50;14,75;;29,50;3320075;http://www.motomarine.it/catalogo/xsia/3320075;2021-02-12
3320079;RONDELLA FERMAPANNELLI D35 ;4219;PZ;0,00;Si;No;No;No;Nessuna;0,78;0,38;;1,00;3320079;http://www.motomarine.it/catalogo/xsia/3320079;2021-02-12
3320080;ARPIONE FERMAPANNELLI 5x5 ;4219;PZ;0,00;Si;No;No;No;Nessuna;0,98;0,49;;1,30;3320079;http://www.motomarine.it/catalogo/xsia/3320080;2021-02-12
3320081;COPERTURA TURBO S ;4217;PZ;0,75;Si;No;No;No;Nessuna;229,50;114,75;;197,50;3320081;http://www.motomarine.it/catalogo/xsia/3320081;2021-02-12
3320082;COPERTURA TURBO M ;4217;PZ;1,04;Si;No;No;No;Nessuna;298,00;149,00;;256,50;3320081;http://www.motomarine.it/catalogo/xsia/3320082;2021-02-12
3320083;COPERTURA TURBINE MOTORE L ;4217;PZ;1,43;Si;No;No;No;Nessuna;329,50;164,75;;283,50;3320081;http://www.motomarine.it/catalogo/xsia/3320083;2021-02-12
3320084;COPERTURA TUBO 70 MM 100X38 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;94,90;47,45;;94,90;3320084;http://www.motomarine.it/catalogo/xsia/3320084;2021-02-12
3320085;COPERTURA TUBO 85 MM 100X43 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;99,90;49,95;;99,90;3320084;http://www.motomarine.it/catalogo/xsia/3320085;2021-02-12
3320086;COPERTURA TUBO 100 MM 100X48 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;116,50;58,25;;116,50;3320084;http://www.motomarine.it/catalogo/xsia/3320086;2021-02-12
3320087;COPERTURA TUBO 124 MM 100X54 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;132,50;66,25;;132,50;3320084;http://www.motomarine.it/catalogo/xsia/3320087;2021-02-12
3320088;COPERTURA TUBO 150 MM 100X60 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;136,50;68,25;;136,50;3320084;http://www.motomarine.it/catalogo/xsia/3320088;2021-02-12
3320089;COPERTURA TUBO 168 MM 100X68 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;146,50;73,25;;146,50;3320084;http://www.motomarine.it/catalogo/xsia/3320089;2021-02-12
3320090;COPERTURA TUBO 220 MM 100X83 CM ;12799;PZ;0,00;Si;No;No;No;Nessuna;176,50;88,25;;176,50;3320084;http://www.motomarine.it/catalogo/xsia/3320090;2021-02-12
3320104;BLISTER ANTISCIVOLO 4CM*3M SABBIA ;11454;PZ;0,19;Si;No;No;No;Nessuna;26,10;13,05;;29,80;3320111;http://www.motomarine.it/catalogo/xsia/3320104;2021-02-12
3320105;BLISTER ANTISCIVOLO 4CM*3M BLUE ;11454;PZ;0,19;No;No;No;No;Nessuna;26,10;13,05;;29,80;3320111;http://www.motomarine.it/catalogo/xsia/3320105;2021-02-12
3320108;BLISTER ANTISCIVOLO 4CM*3M NERO ;11454;PZ;0,19;Si;No;No;No;Nessuna;26,10;13,05;;29,80;3320111;http://www.motomarine.it/catalogo/xsia/3320108;2021-02-12
3320110;BLISTER ANTISCIVOLO 4CM*3M GRIGIO ;11454;PZ;0,19;Si;No;No;No;Nessuna;26,10;13,05;;29,80;3320111;http://www.motomarine.it/catalogo/xsia/3320110;2021-02-12
3320111;BLISTER ANTISCIVOLO 4CM*3M BIANCO ;11454;PZ;0,19;Si;No;No;No;Nessuna;26,10;13,05;;29,80;3320111;http://www.motomarine.it/catalogo/xsia/3320111;2021-02-12
3321003;STRISCIA ANTISCIVOLO 10CM X 10M MOGANO ;4208;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321003;2021-02-12
3321003;STRISCIA ANTISCIVOLO 10CM X 10M MOGANO ;4206;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321003;2021-02-12
3321004;STRISCIA ANTISCIVOLO 10CM X 10M SABBIA ;4208;PZ;2,59;No;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321004;2021-02-12
3321004;STRISCIA ANTISCIVOLO 10CM X 10M SABBIA ;4206;PZ;2,59;No;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321004;2021-02-12
3321005;STRISCIA ANTISCIVOLO 10CM X 10M BLUE ;4208;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321005;2021-02-12
3321005;STRISCIA ANTISCIVOLO 10CM X 10M BLUE ;4206;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321005;2021-02-12
3321006;STRISCIA ANTISCIVOLO 10CM X 10M AVORIO ;4208;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321006;2021-02-12
3321006;STRISCIA ANTISCIVOLO 10CM X 10M AVORIO ;4206;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321006;2021-02-12
3321008;STRISCIA ANTISCIVOLO 10CM X 10M NERO ;4208;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321008;2021-02-12
3321008;STRISCIA ANTISCIVOLO 10CM X 10M NERO ;4206;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321008;2021-02-12
3321010;STRISCIA ANTISCIVOLO 10CM X 10M GRIGIO ;4208;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321010;2021-02-12
3321010;STRISCIA ANTISCIVOLO 10CM X 10M GRIGIO ;4206;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321010;2021-02-12
3321011;STRISCIA ANTISCIVOLO 10CM X 10M BIANCO ;4208;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3321011;http://www.motomarine.it/catalogo/xsia/3321011;2021-02-12
3321011;STRISCIA ANTISCIVOLO 10CM X 10M BIANCO ;4206;PZ;2,59;Si;No;No;No;Nessuna;197,50;98,75;MT;22,60;3322511;http://www.motomarine.it/catalogo/xsia/3321011;2021-02-12
3322503;STRISCIA ANTISCIVOLO 2.5CM X 10M MOGANO ;4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322503;2021-02-12
3322504;STRISCIA ANTISCIVOLO 2.5CM X 10M SABBIA ;4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322504;2021-02-12
3322505;STRISCIA ANTISCIVOLO 2.5CM X 10M BLUE (102120);4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322505;2021-02-12
3322506;STRISCIA ANTISCIVOLO 2.5CM X 10M AVORIO ;4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322506;2021-02-12
3322508;STRISCIA ANTISCIVOLO 2.5CM X 10M NERO ;4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322508;2021-02-12
3322510;STRISCIA ANTISCIVOLO 2.5CM X 10 M GRIGIO ;4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322510;2021-02-12
3322511;STRISCIA ANTISCIVOLO 2.5CM X 10M BIANCO ;4206;PZ;0,60;Si;No;No;No;Nessuna;59,50;29,75;MT;6,80;3322511;http://www.motomarine.it/catalogo/xsia/3322511;2021-02-12
3324003;STRISCIA ANTISCIVOLO 4CM X 10M MOGANO ;4207;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3324011;http://www.motomarine.it/catalogo/xsia/3324003;2021-02-12
3324003;STRISCIA ANTISCIVOLO 4CM X 10M MOGANO ;4206;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3322511;http://www.motomarine.it/catalogo/xsia/3324003;2021-02-12
3324004;STRISCIA ANTISCIVOLO 4CM X 10M SABBIA ;4207;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3324011;http://www.motomarine.it/catalogo/xsia/3324004;2021-02-12
3324004;STRISCIA ANTISCIVOLO 4CM X 10M SABBIA ;4206;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3322511;http://www.motomarine.it/catalogo/xsia/3324004;2021-02-12
3324005;STRISCIA ANTISCIVOLO 4CM X 10M BLUE ;4207;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3324011;http://www.motomarine.it/catalogo/xsia/3324005;2021-02-12
3324005;STRISCIA ANTISCIVOLO 4CM X 10M BLUE ;4206;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3322511;http://www.motomarine.it/catalogo/xsia/3324005;2021-02-12
3324006;STRISCIA ANTISCIVOLO 4CM X 10M AVORIO ;4207;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3324011;http://www.motomarine.it/catalogo/xsia/3324006;2021-02-12
3324006;STRISCIA ANTISCIVOLO 4CM X 10M AVORIO ;4206;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3322511;http://www.motomarine.it/catalogo/xsia/3324006;2021-02-12
3324008;STRISCIA ANTISCIVOLO 4CM X 10M NERO ;4207;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3324011;http://www.motomarine.it/catalogo/xsia/3324008;2021-02-12
3324008;STRISCIA ANTISCIVOLO 4CM X 10M NERO ;4206;PZ;1,00;Si;No;No;No;Nessuna;87,50;43,75;MT;9,90;3322511;http://www.motomarine.it/catalogo/xsia/3324008;2021-02-12
